year,county_code,district_code,school_code,county_name,district_name,school_name,NSLP,charter_school_number,charter_type,grade_low,grade_high,enrollment_k_12,free_meal_count_unadjusted,free_meal_count_adjusted,free_meal_count_adjusted_percent,frpm_count_unadjusted,frpm_count_adjusted,frpm_count_adjusted_percent,
2013-14,43,69674,6048805,Santa Clara,Santa Clara Unified,Bracher Elementary,N,,,K,5,391,196,196,50.1%,225,225,57.5%,
2013-14,43,69674,6048813,Santa Clara,Santa Clara Unified,Braly Elementary,N,,,K,5,466,142,142,30.5%,168,168,36.1%,
2013-14,43,69674,6048821,Santa Clara,Santa Clara Unified,Briarwood Elementary,N,,,K,5,414,209,210,50.7%,247,247,59.7%,
2013-14,43,69674,6048847,Santa Clara,Santa Clara Unified,C. W. Haman Elementary,N,,,K,5,410,161,162,39.5%,199,200,48.8%,
2013-14,43,69674,6048854,Santa Clara,Santa Clara Unified,Juan Cabrillo Middle,N,,,6,8,822,473,475,57.8%,562,562,68.4%,
2013-14,43,69674,6048870,Santa Clara,Santa Clara Unified,George Mayne Elementary,N,,,K,5,531,329,331,62.3%,396,397,74.8%,
2013-14,43,69674,6048896,Santa Clara,Santa Clara Unified,Kathryn Hughes Elementary,N,,,K,5,482,208,208,43.2%,265,265,55.0%,
2013-14,43,69674,6048904,Santa Clara,Santa Clara Unified,Laurelwood Elementary,N,,,K,5,674,72,72,10.7%,87,87,12.9%,
2013-14,43,69674,6048920,Santa Clara,Santa Clara Unified,Millikin Elementary,N,,,K,5,462,19,19,4.1%,26,26,5.6%,
2013-14,43,69674,6048938,Santa Clara,Santa Clara Unified,Montague Elementary,N,,,K,5,389,172,173,44.5%,214,215,55.3%,
2013-14,43,69674,6048987,Santa Clara,Santa Clara Unified,Pomeroy Elementary,N,,,K,5,540,227,229,42.4%,266,268,49.6%,
2013-14,43,69674,6048995,Santa Clara,Santa Clara Unified,Ponderosa Elementary,N,,,K,5,576,183,183,31.8%,209,209,36.3%,
2013-14,43,69674,6049019,Santa Clara,Santa Clara Unified,Scott Lane Elementary,N,,,K,5,491,377,377,76.8%,421,421,85.7%,
2013-14,43,69674,6049027,Santa Clara,Santa Clara Unified,Sutter Elementary,N,,,K,5,484,79,79,16.3%,104,104,21.5%,
2013-14,43,69674,6049035,Santa Clara,Santa Clara Unified,Washington Elementary,N,,,K,5,369,21,23,6.2%,30,30,8.1%,
2013-14,43,69674,6049043,Santa Clara,Santa Clara Unified,Westwood Elementary,N,,,K,5,460,169,170,37.0%,204,205,44.6%,
2013-14,43,69674,6101752,Santa Clara,Santa Clara Unified,Buchser Middle,N,,,6,8,996,409,410,41.2%,520,520,52.2%,
2013-14,43,69674,6101760,Santa Clara,Santa Clara Unified,Marian A. Peterson Middle,N,,,6,8,890,230,230,25.8%,274,274,30.8%,
2013-14,43,69682,6049068,Santa Clara,Saratoga Union Elementary,Argonaut Elementary,N,,,K,5,448,0,0,0.0%,0,0,0.0%,
2013-14,43,69682,6049084,Santa Clara,Saratoga Union Elementary,Foothill Elementary,N,,,K,5,384,8,9,2.3%,9,10,2.6%,
2013-14,43,69682,6049092,Santa Clara,Saratoga Union Elementary,Redwood Middle,N,,,6,8,874,5,5,0.6%,7,7,0.8%,
2013-14,43,69682,6049100,Santa Clara,Saratoga Union Elementary,Saratoga Elementary,N,,,K,5,405,4,6,1.5%,6,8,2.0%,
2013-14,43,69690,6049142,Santa Clara,Sunnyvale ,Bishop Elementary,N,,,K,5,633,379,380,60.0%,483,484,76.5%,
2013-14,43,69690,6049159,Santa Clara,Sunnyvale ,Vargas Elementary,N,,,K,5,538,325,327,60.8%,383,385,71.6%,
2013-14,43,69690,6049167,Santa Clara,Sunnyvale ,Cherry Chase Elementary,N,,,K,5,870,53,53,6.1%,55,55,6.3%,
2013-14,43,69690,6049175,Santa Clara,Sunnyvale ,Cumberland Elementary,N,,,K,5,737,74,74,10.0%,94,94,12.8%,
2013-14,43,69690,6049191,Santa Clara,Sunnyvale ,Ellis Elementary,N,,,K,5,833,296,296,35.5%,356,356,42.7%,
2013-14,43,69690,6049217,Santa Clara,Sunnyvale ,Fairwood Elementary,N,,,K,5,419,119,120,28.6%,147,147,35.1%,
2013-14,43,69690,6049233,Santa Clara,Sunnyvale ,Lakewood Elementary,N,,,K,5,493,300,301,61.1%,357,357,72.4%,
2013-14,43,69690,6049241,Santa Clara,Sunnyvale ,Columbia Middle,N,,,6,8,740,456,457,61.8%,545,546,73.8%,
2013-14,43,69690,6049258,Santa Clara,Sunnyvale ,Sunnyvale Middle,N,,,6,8,"1,170",355,356,30.4%,423,424,36.2%,
2013-14,43,69690,6049282,Santa Clara,Sunnyvale ,San Miguel Elementary,N,,,K,5,415,263,266,64.1%,327,327,78.8%,
2013-14,43,69708,0000001,Santa Clara,Union Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,3,1,1,33.3%,1,1,33.3%,
2013-14,43,69708,0117341,Santa Clara,Union Elementary,Athenour Elementary,N,,,P,K,58,3,3,5.2%,4,4,6.9%,
2013-14,43,69708,6049290,Santa Clara,Union Elementary,Alta Vista Elementary,N,,,K,5,615,22,25,4.1%,26,29,4.7%,
2013-14,43,69708,6049316,Santa Clara,Union Elementary,Carlton Elementary,N,,,K,5,673,50,50,7.4%,59,59,8.8%,
2013-14,43,69708,6049332,Santa Clara,Union Elementary,Dartmouth Middle,N,,,6,8,826,117,117,14.2%,150,150,18.2%,
2013-14,43,69708,6049357,Santa Clara,Union Elementary,Guadalupe Elementary,N,,,K,5,586,32,33,5.6%,39,40,6.8%,
2013-14,43,69708,6049373,Santa Clara,Union Elementary,Lietz Elementary,N,,,K,5,503,118,118,23.5%,145,145,28.8%,
2013-14,43,69708,6049407,Santa Clara,Union Elementary,Noddin Elementary,N,,,K,5,688,93,94,13.7%,112,112,16.3%,
2013-14,43,69708,6049415,Santa Clara,Union Elementary,Oster Elementary,N,,,K,5,535,93,93,17.4%,105,105,19.6%,
2013-14,43,69708,6049449,Santa Clara,Union Elementary,Union Middle,N,,,6,8,921,69,69,7.5%,83,83,9.0%,
2013-14,43,73387,0128587,Santa Clara,Milpitas Unified,Connexions Academy,N,,,9,10,17,8,9,52.9%,8,9,52.9%,
2013-14,43,73387,4331039,Santa Clara,Milpitas Unified,Calaveras Hills,N,,,9,12,129,48,48,37.2%,59,59,45.7%,
2013-14,43,73387,4334470,Santa Clara,Milpitas Unified,Milpitas High,N,,,9,12,"3,018",756,760,25.2%,"1,009","1,013",33.6%,
2013-14,43,73387,6047583,Santa Clara,Milpitas Unified,Alexander Rose Elementary,N,,,K,6,459,224,227,49.5%,280,283,61.7%,
2013-14,43,73387,6047591,Santa Clara,Milpitas Unified,Anthony Spangler Elementary,N,,,K,6,544,146,147,27.0%,205,206,37.9%,
2013-14,43,73387,6047609,Santa Clara,Milpitas Unified,Curtner Elementary,N,,,K,6,727,116,119,16.4%,175,178,24.5%,
2013-14,43,73387,6047625,Santa Clara,Milpitas Unified,John Sinnott Elementary,N,,,K,6,761,112,114,15.0%,152,154,20.2%,
2013-14,43,73387,6047633,Santa Clara,Milpitas Unified,Joseph Weller Elementary,N,,,K,6,457,141,142,31.1%,192,193,42.2%,
2013-14,43,73387,6047641,Santa Clara,Milpitas Unified,Marshall Pomeroy Elementary,N,,,K,6,733,109,110,15.0%,158,159,21.7%,
2013-14,43,73387,6047666,Santa Clara,Milpitas Unified,Rancho Milpitas Middle,N,,,7,8,738,246,248,33.6%,312,314,42.5%,
2013-14,43,73387,6047674,Santa Clara,Milpitas Unified,Robert Randall Elementary,N,,,K,6,410,218,220,53.7%,262,264,64.4%,
2013-14,43,73387,6047682,Santa Clara,Milpitas Unified,Thomas Russell Middle,N,,,7,8,846,230,233,27.5%,318,321,37.9%,
2013-14,43,73387,6047690,Santa Clara,Milpitas Unified,William Burnett Elementary,N,,,K,6,650,191,194,29.8%,282,283,43.5%,
2013-14,43,73387,6067219,Santa Clara,Milpitas Unified,Pearl Zanker Elementary,N,,,K,6,667,135,136,20.4%,175,175,26.2%,
2013-14,44,10447,0000001,Santa Cruz,Santa Cruz County Office of Education,"Nonpublic, Nonsectarian Schools",N,,,,,2,2,2,100.0%,2,2,100.0%,
2013-14,44,10447,4430146,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Court,N,,,7,12,103,40,44,42.7%,45,49,47.6%,
2013-14,44,10447,4430252,Santa Cruz,Santa Cruz County Office of Education,Pacific Collegiate Charter,N,0210,Locally funded,7,12,504,50,50,9.9%,50,50,9.9%,
2013-14,44,10447,4430278,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Community,N,,,7,12,629,210,223,35.5%,238,249,39.6%,
2013-14,44,10447,6069397,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Special Education,N,,,K,12,111,29,29,26.1%,32,32,28.8%,
2013-14,44,69732,6049563,Santa Cruz,Bonny Doon Union Elementary,Bonny Doon Elementary,N,,,K,6,127,20,20,15.7%,20,20,15.7%,
2013-14,44,69757,6049571,Santa Cruz,Happy Valley Elementary,Happy Valley Elementary,N,,,K,6,129,10,10,7.8%,15,15,11.6%,
2013-14,44,69765,0100305,Santa Cruz,Live Oak Elementary,Cypress Charter High,N,0512,Locally funded,9,12,157,18,24,15.3%,18,24,15.3%,
2013-14,44,69765,0100388,Santa Cruz,Live Oak Elementary,Tierra Pacifica Charter,N,0513,Locally funded,K,8,147,20,20,13.6%,22,22,15.0%,
2013-14,44,69765,6049597,Santa Cruz,Live Oak Elementary,Green Acres Elementary,N,,,K,5,408,218,219,53.7%,259,260,63.7%,
2013-14,44,69765,6049605,Santa Cruz,Live Oak Elementary,Live Oak Elementary,N,,,K,5,369,262,262,71.0%,306,306,82.9%,
2013-14,44,69765,6113559,Santa Cruz,Live Oak Elementary,Shoreline Middle,N,,,6,8,505,284,285,56.4%,329,329,65.1%,
2013-14,44,69765,6114102,Santa Cruz,Live Oak Elementary,Del Mar Elementary,N,,,K,5,404,256,256,63.4%,291,291,72.0%,
2013-14,44,69765,6118673,Santa Cruz,Live Oak Elementary,Ocean Alternative Education Center,N,,,K,8,91,10,11,12.1%,11,12,13.2%,
2013-14,44,69773,6049613,Santa Cruz,Mountain Elementary,Mountain Elementary,N,,,K,6,131,7,7,5.3%,7,7,5.3%,
2013-14,44,69781,6049621,Santa Cruz,Pacific Elementary,Pacific Elementary,N,,,K,6,106,26,26,24.5%,41,41,38.7%,
2013-14,44,69799,0102665,Santa Cruz,Pajaro Valley Unified,Radcliff Elementary,N,,,K,5,531,481,481,90.6%,513,513,96.6%,
2013-14,44,69799,0102673,Santa Cruz,Pajaro Valley Unified,Landmark Elementary,N,,,K,5,663,528,528,79.6%,579,579,87.3%,
2013-14,44,69799,0105858,Santa Cruz,Pajaro Valley Unified,Pajaro Valley High,N,,,9,12,"1,486","1,148","1,148",77.3%,"1,289","1,289",86.7%,
2013-14,44,69799,0109595,Santa Cruz,Pajaro Valley Unified,Cesar E. Chavez Middle,N,,,6,8,554,456,457,82.5%,515,515,93.0%,
2013-14,44,69799,0117804,Santa Cruz,Pajaro Valley Unified,Ceiba College Preparatory Academy,N,1004,Directly funded,6,12,452,277,277,61.3%,357,357,79.0%,
2013-14,44,69799,4430203,Santa Cruz,Pajaro Valley Unified,New School Community Day,N,,,7,12,46,40,40,87.0%,42,42,91.3%,
2013-14,44,69799,4430229,Santa Cruz,Pajaro Valley Unified,Pacific Coast Charter,N,0170,Locally funded,K,12,279,101,101,36.2%,112,112,40.1%,
2013-14,44,69799,4430245,Santa Cruz,Pajaro Valley Unified,Academic/Vocational Charter Institute,N,0265,Locally funded,11,12,78,67,67,85.9%,75,75,96.2%,
2013-14,44,69799,4430518,Santa Cruz,Pajaro Valley Unified,Aptos High,N,,,9,12,"1,365",391,392,28.7%,460,461,33.8%,
2013-14,44,69799,4437794,Santa Cruz,Pajaro Valley Unified,Renaissance High Continuation,N,,,9,12,183,143,143,78.1%,153,153,83.6%,
2013-14,44,69799,4437901,Santa Cruz,Pajaro Valley Unified,Watsonville High,N,,,9,12,"1,944","1,428","1,435",73.8%,"1,622","1,628",83.7%,
2013-14,44,69799,6049639,Santa Cruz,Pajaro Valley Unified,Amesti Elementary,N,,,K,5,662,590,592,89.4%,631,631,95.3%,
2013-14,44,69799,6049647,Santa Cruz,Pajaro Valley Unified,Aptos Junior High,N,,,7,8,722,236,236,32.7%,272,272,37.7%,
2013-14,44,69799,6049662,Santa Cruz,Pajaro Valley Unified,Bradley Elementary,N,,,K,6,512,223,225,43.9%,272,274,53.5%,
2013-14,44,69799,6049670,Santa Cruz,Pajaro Valley Unified,Calabasas Elementary,N,,,K,6,609,539,540,88.7%,573,574,94.3%,
2013-14,44,69799,6049688,Santa Cruz,Pajaro Valley Unified,E. A. Hall Middle,N,,,6,8,574,499,499,86.9%,548,548,95.5%,
2013-14,44,69799,6049696,Santa Cruz,Pajaro Valley Unified,Freedom Elementary,N,,,K,5,644,569,569,88.4%,608,608,94.4%,
2013-14,44,69799,6049704,Santa Cruz,Pajaro Valley Unified,H. A. Hyde Elementary,N,,,K,5,613,506,506,82.5%,549,549,89.6%,
2013-14,44,69799,6049712,Santa Cruz,Pajaro Valley Unified,Hall District Elementary,N,,,K,5,597,522,524,87.8%,563,563,94.3%,
2013-14,44,69799,6049720,Santa Cruz,Pajaro Valley Unified,Linscott Charter,N,0041,Locally funded,K,8,279,82,82,29.4%,107,107,38.4%,
2013-14,44,69799,6049738,Santa Cruz,Pajaro Valley Unified,Mar Vista Elementary,N,,,K,6,482,118,118,24.5%,130,130,27.0%,
2013-14,44,69799,6049746,Santa Cruz,Pajaro Valley Unified,Mintie White Elementary,N,,,K,5,704,623,627,89.1%,660,663,94.2%,
2013-14,44,69799,6049753,Santa Cruz,Pajaro Valley Unified,Pajaro Middle,N,,,6,8,434,384,384,88.5%,420,420,96.8%,
2013-14,44,69799,6049779,Santa Cruz,Pajaro Valley Unified,Rio del Mar Elementary,N,,,K,6,621,50,54,8.7%,58,62,10.0%,
2013-14,44,69799,6049787,Santa Cruz,Pajaro Valley Unified,Rolling Hills Middle,N,,,6,8,607,509,510,84.0%,561,561,92.4%,
2013-14,44,69799,6049803,Santa Cruz,Pajaro Valley Unified,T. S. MacQuiddy Elementary,N,,,K,5,698,615,615,88.1%,668,668,95.7%,
2013-14,44,69799,6049811,Santa Cruz,Pajaro Valley Unified,Valencia Elementary,N,,,K,6,520,174,176,33.8%,191,193,37.1%,
2013-14,44,69799,6049829,Santa Cruz,Pajaro Valley Unified,Alianza Charter,N,0164,Locally funded,K,8,641,460,461,71.9%,511,511,79.7%,
2013-14,44,69799,6108138,Santa Cruz,Pajaro Valley Unified,Ohlone Elementary,N,,,K,5,509,453,454,89.2%,486,486,95.5%,
2013-14,44,69799,6108146,Santa Cruz,Pajaro Valley Unified,Starlight Elementary,N,,,K,5,695,573,574,82.6%,637,638,91.8%,
2013-14,44,69799,6112841,Santa Cruz,Pajaro Valley Unified,Lakeview Middle,N,,,6,8,697,570,570,81.8%,636,636,91.2%,
2013-14,44,69799,6117253,Santa Cruz,Pajaro Valley Unified,Ann Soldo Elementary,N,,,K,5,696,554,557,80.0%,627,630,90.5%,
2013-14,44,69799,6119077,Santa Cruz,Pajaro Valley Unified,Watsonville Charter School of the Arts,N,0373,Locally funded,K,6,265,114,116,43.8%,149,151,57.0%,
2013-14,44,69807,0110007,Santa Cruz,San Lorenzo Valley Unified,Ocean Grove Charter,N,0747,Directly funded,K,12,"1,867",343,346,18.5%,493,496,26.6%,
2013-14,44,69807,4430179,Santa Cruz,San Lorenzo Valley Unified,SLVUSD Charter,N,0025,Locally funded,K,12,290,30,31,10.7%,33,34,11.7%,
2013-14,44,69807,4436754,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley High,N,,,9,12,729,97,98,13.4%,117,118,16.2%,
2013-14,44,69807,6049837,Santa Cruz,San Lorenzo Valley Unified,Boulder Creek Elementary,N,,,K,5,519,125,126,24.3%,139,140,27.0%,
2013-14,44,69807,6049852,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley Elementary,N,,,K,5,606,122,123,20.3%,133,134,22.1%,
2013-14,44,69807,6060644,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley Middle,N,,,6,8,503,113,114,22.7%,129,129,25.6%,
2013-14,44,69815,6049860,Santa Cruz,Santa Cruz City Elementary,Bay View Elementary,N,,,K,5,546,224,224,41.0%,276,276,50.5%,
2013-14,44,69815,6049886,Santa Cruz,Santa Cruz City Elementary,De Laveaga Elementary,N,,,K,5,666,241,247,37.1%,267,272,40.8%,
2013-14,44,69815,6049894,Santa Cruz,Santa Cruz City Elementary,Gault Elementary,Y,,,K,5,410,264,266,64.9%,288,289,70.5%,
2013-14,44,69815,6049928,Santa Cruz,Santa Cruz City Elementary,Westlake Elementary,N,,,K,5,637,94,98,15.4%,114,118,18.5%,
2013-14,44,69815,6108203,Santa Cruz,Santa Cruz City Elementary,Santa Cruz City Elementary Alternative Education-Monarch,N,,,K,6,92,34,34,37.0%,41,41,44.6%,
2013-14,44,69823,0124735,Santa Cruz,Santa Cruz City High,Sequoia Academy,N,,,7,12,5,2,2,40.0%,2,2,40.0%,
2013-14,44,69823,4430096,Santa Cruz,Santa Cruz City High,Ark Independent Studies,N,,,9,12,83,20,20,24.1%,24,24,28.9%,
2013-14,44,69823,4430187,Santa Cruz,Santa Cruz City High,Delta Charter,N,0059,Locally funded,9,12,117,31,32,27.4%,37,38,32.5%,
2013-14,44,69823,4430195,Santa Cruz,Santa Cruz City High,Alternative Family Education,N,,,K,12,166,15,16,9.6%,16,17,10.2%,
2013-14,44,69823,4432340,Santa Cruz,Santa Cruz City High,Harbor High,N,,,9,12,"1,019",456,457,44.8%,572,572,56.1%,
2013-14,44,69823,4436960,Santa Cruz,Santa Cruz City High,Costanoa Continuation High,N,,,9,12,118,68,70,59.3%,74,76,64.4%,
2013-14,44,69823,4437109,Santa Cruz,Santa Cruz City High,Santa Cruz High,N,,,9,12,"1,007",181,182,18.1%,234,235,23.3%,
2013-14,44,69823,4437406,Santa Cruz,Santa Cruz City High,Soquel High,N,,,9,12,"1,062",217,223,21.0%,291,296,27.9%,
2013-14,44,69823,6060149,Santa Cruz,Santa Cruz City High,Branciforte Middle,N,,,6,8,438,186,188,42.9%,225,226,51.6%,
2013-14,44,69823,6060156,Santa Cruz,Santa Cruz City High,Mission Hill Middle,N,,,6,8,651,174,175,26.9%,217,218,33.5%,
2013-14,44,69849,0126920,Santa Cruz,Soquel Union Elementary,Opal Cliffs,N,,,P,5,45,6,7,15.6%,9,10,22.2%,
2013-14,44,69849,6049977,Santa Cruz,Soquel Union Elementary,Santa Cruz Gardens Elementary,N,,,K,5,336,104,106,31.5%,129,131,39.0%,
2013-14,44,69849,6049985,Santa Cruz,Soquel Union Elementary,Soquel Elementary,N,,,K,5,453,170,178,39.3%,216,223,49.2%,
2013-14,44,69849,6066542,Santa Cruz,Soquel Union Elementary,New Brighton Middle,N,,,6,8,694,203,206,29.7%,251,252,36.3%,
2013-14,44,69849,6111421,Santa Cruz,Soquel Union Elementary,Main Street Elementary,N,,,K,5,477,81,83,17.4%,107,108,22.6%,
2013-14,44,75432,0000001,Santa Cruz,Scotts Valley Unified,"Nonpublic, Nonsectarian Schools",N,,,,,3,0,0,0.0%,0,0,0.0%,
2013-14,44,75432,4430211,Santa Cruz,Scotts Valley Unified,Scotts Valley High,N,,,9,12,778,57,61,7.8%,69,73,9.4%,
2013-14,44,75432,6049936,Santa Cruz,Scotts Valley Unified,Brook Knoll Elementary,N,,,P,5,553,45,46,8.3%,49,50,9.0%,
2013-14,44,75432,6049944,Santa Cruz,Scotts Valley Unified,Scotts Valley Middle,N,,,6,8,609,63,63,10.3%,76,76,12.5%,
2013-14,44,75432,6049951,Santa Cruz,Scotts Valley Unified,Vine Hill Elementary,N,,,K,5,531,70,70,13.2%,84,84,15.8%,
2013-14,45,10454,0111674,Shasta,Shasta County Office of Education,Chrysalis Charter,N,0778,Directly funded,K,8,183,57,62,33.9%,91,95,51.9%,
2013-14,45,10454,0118976,Shasta,Shasta County Office of Education,Phoenix Program,N,,,7,12,7,6,6,85.7%,6,6,85.7%,
2013-14,45,10454,0118992,Shasta,Shasta County Office of Education,Magnolia Independent Learning Center,N,,,7,12,47,22,24,51.1%,22,24,51.1%,
2013-14,45,10454,0119008,Shasta,Shasta County Office of Education,Shasta Independent Learning Center,N,,,7,12,20,14,14,70.0%,15,15,75.0%,
2013-14,45,10454,4530150,Shasta,Shasta County Office of Education,Shasta County Juvenile Court,Y,,,7,12,25,13,14,56.0%,13,14,56.0%,
2013-14,45,10454,4530317,Shasta,Shasta County Office of Education,Oasis Community,Y,,,7,12,92,79,80,87.0%,83,83,90.2%,
2013-14,45,10454,6069389,Shasta,Shasta County Office of Education,Shasta County Special Education,Y,,,K,12,43,33,33,76.7%,38,38,88.4%,
2013-14,45,69856,4530028,Shasta,Anderson Union High,West Valley High,N,,,9,12,943,362,366,38.8%,467,470,49.8%,
2013-14,45,69856,4530051,Shasta,Anderson Union High,Oakview High (Alternative),N,,,9,12,72,43,43,59.7%,48,48,66.7%,
2013-14,45,69856,4530333,Shasta,Anderson Union High,Anderson New Technology High,N,0452,Locally funded,9,12,223,94,94,42.2%,119,119,53.4%,
2013-14,45,69856,4530762,Shasta,Anderson Union High,North Valley High,N,,,9,12,69,53,53,76.8%,58,58,84.1%,
2013-14,45,69856,4530804,Shasta,Anderson Union High,Anderson High,N,,,9,12,669,391,394,58.9%,463,465,69.5%,
2013-14,45,69872,6050074,Shasta,Bella Vista Elementary,Bella Vista Elementary,N,,,K,8,333,178,180,54.1%,226,226,67.9%,
2013-14,45,69880,6050082,Shasta,Black Butte Union Elementary,Black Butte Elementary,N,,,K,5,127,85,87,68.5%,92,93,73.2%,
2013-14,45,69880,6113260,Shasta,Black Butte Union Elementary,Black Butte Junior High,N,,,6,8,59,38,38,64.4%,45,45,76.3%,
2013-14,45,69914,6050124,Shasta,Cascade Union Elementary,Anderson Middle,N,,,5,8,524,375,376,71.8%,455,455,86.8%,
2013-14,45,69914,6050132,Shasta,Cascade Union Elementary,Anderson Heights Elementary,N,,,3,4,252,190,190,75.4%,215,215,85.3%,
2013-14,45,69914,6050140,Shasta,Cascade Union Elementary,Meadow Lane Elementary,N,,,K,2,442,348,353,79.9%,395,397,89.8%,
2013-14,45,69914,6114144,Shasta,Cascade Union Elementary,Cascade Community Day,N,,,K,6,10,9,9,90.0%,9,9,90.0%,
2013-14,45,69922,6050165,Shasta,Castle Rock Union Elementary,Castle Rock Elementary,N,,,K,8,70,49,49,70.0%,56,56,80.0%,
2013-14,45,69948,0000001,Shasta,Columbia Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,1,0,0,0.0%,0,0,0.0%,
2013-14,45,69948,6050181,Shasta,Columbia Elementary,Columbia Elementary,N,,,K,4,451,136,138,30.6%,183,184,40.8%,
2013-14,45,69948,6117857,Shasta,Columbia Elementary,Mountain View Middle,N,,,5,8,388,103,103,26.5%,138,138,35.6%,
2013-14,45,69955,0111393,Shasta,Cottonwood Union Elementary,North Cottonwood,N,,,K,4,541,236,238,44.0%,301,303,56.0%,
2013-14,45,69955,0121640,Shasta,Cottonwood Union Elementary,Cottonwood Creek Charter,N,1183,Locally funded,K,8,173,29,30,17.3%,69,70,40.5%,
2013-14,45,69955,6050207,Shasta,Cottonwood Union Elementary,West Cottonwood Junior High,N,,,5,8,388,137,137,35.3%,190,190,49.0%,
2013-14,45,69971,0000001,Shasta,Enterprise Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,4,2,2,50.0%,2,2,50.0%,
2013-14,45,69971,6050215,Shasta,Enterprise Elementary,Alta Mesa Elementary,N,,,K,5,269,192,192,71.4%,221,221,82.2%,
2013-14,45,69971,6050223,Shasta,Enterprise Elementary,Lassen View Elementary,N,,,K,5,421,288,288,68.4%,329,329,78.1%,
2013-14,45,69971,6050231,Shasta,Enterprise Elementary,Mistletoe Elementary,N,,,K,8,636,368,369,58.0%,419,419,65.9%,
2013-14,45,69971,6050249,Shasta,Enterprise Elementary,Parsons Junior High,N,,,6,8,585,413,413,70.6%,460,460,78.6%,
2013-14,45,69971,6050256,Shasta,Enterprise Elementary,Rother Elementary,Y,,,K,5,416,352,352,84.6%,380,380,91.3%,
2013-14,45,69971,6050264,Shasta,Enterprise Elementary,Shasta Meadows Elementary,N,,,K,5,349,228,229,65.6%,277,277,79.4%,
2013-14,45,69971,6111470,Shasta,Enterprise Elementary,Boulder Creek Elementary,N,,,K,8,974,352,356,36.6%,447,451,46.3%,
2013-14,45,69971,6114334,Shasta,Enterprise Elementary,Enterprise Community Day,Y,,,K,8,26,20,20,76.9%,20,20,76.9%,
2013-14,45,69989,4530010,Shasta,Fall River Joint Unified,Mountain View High (Continuation),N,,,9,12,13,12,12,92.3%,12,12,92.3%,
2013-14,45,69989,4530226,Shasta,Fall River Joint Unified,Soldier Mountain High (Continuation),N,,,9,12,13,10,10,76.9%,11,11,84.6%,
2013-14,45,69989,4530234,Shasta,Fall River Joint Unified,Fall River Community Day,N,,,7,12,8,5,5,62.5%,5,5,62.5%,
2013-14,45,69989,4530242,Shasta,Fall River Joint Unified,Burney Community Day,N,,,7,12,10,9,9,90.0%,9,9,90.0%,
2013-14,45,69989,4531000,Shasta,Fall River Joint Unified,Burney Junior-Senior High,N,,,7,12,230,102,102,44.3%,135,135,58.7%,
2013-14,45,69989,4533600,Shasta,Fall River Joint Unified,Fall River Junior-Senior High,N,,,7,12,238,121,122,51.3%,146,147,61.8%,
2013-14,45,69989,6050272,Shasta,Fall River Joint Unified,Burney Elementary,N,,,K,6,354,197,198,55.9%,245,246,69.5%,
2013-14,45,69989,6050280,Shasta,Fall River Joint Unified,Fall River Elementary,N,,,K,6,285,142,143,50.2%,167,168,58.9%,
2013-14,45,69989,6050314,Shasta,Fall River Joint Unified,Mt. Burney Special Education Center,N,,,K,12,8,6,6,75.0%,7,7,87.5%,
2013-14,45,69989,6119382,Shasta,Fall River Joint Unified,Burney Elementary Community Day,N,,,K,6,5,5,5,100.0%,5,5,100.0%,
2013-14,45,69989,6119390,Shasta,Fall River Joint Unified,Fall River Elementary Community Day,N,,,K,6,3,3,3,100.0%,3,3,100.0%,
2013-14,45,69997,6050322,Shasta,French Gulch-Whiskeytown Elementary,French Gulch-Whiskeytown Elementary,N,,,K,8,29,23,23,79.3%,24,24,82.8%,
2013-14,45,70003,6050330,Shasta,Grant Elementary,Grant Elementary,N,,,K,8,633,78,80,12.6%,100,102,16.1%,
