year,county_code,district_code,school_code,county_name,district_name,school_name,NSLP,charter_school_number,charter_type,grade_low,grade_high,enrollment_k_12,free_meal_count_unadjusted,free_meal_count_adjusted,free_meal_count_adjusted_percent,frpm_count_unadjusted,frpm_count_adjusted,frpm_count_adjusted_percent,
2013-14,30,66498,6068605,Orange,Fountain Valley Elementary,Oka (Isojiro) Elementary,N,,,K,5,447,107,111,24.8%,128,132,29.5%,
2013-14,30,66498,6071096,Orange,Fountain Valley Elementary,Talbert (Samuel E.) Middle,N,,,6,8,703,103,107,15.2%,122,126,17.9%,
2013-14,30,66498,6085278,Orange,Fountain Valley Elementary,Plavan (Urbain H.) Elementary,N,,,K,5,507,113,114,22.5%,146,147,29.0%,
2013-14,30,66498,6094627,Orange,Fountain Valley Elementary,Masuda (Kazuo) Middle,N,,,6,8,791,152,152,19.2%,206,206,26.0%,
2013-14,30,66498,6094635,Orange,Fountain Valley Elementary,Courreges (Roch) Elementary,N,,,K,5,717,65,71,9.9%,80,84,11.7%,
2013-14,30,66506,0000001,Orange,Fullerton Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,2,1,1,50.0%,1,1,50.0%,
2013-14,30,66506,0102582,Orange,Fullerton Elementary,Robert C. Fisler Elementary,N,,,K,8,959,55,56,5.8%,74,75,7.8%,
2013-14,30,66506,6028005,Orange,Fullerton Elementary,Acacia Elementary,N,,,K,6,720,109,109,15.1%,137,137,19.0%,
2013-14,30,66506,6028013,Orange,Fullerton Elementary,Beechwood Elementary,N,,,K,8,857,45,48,5.6%,62,65,7.6%,
2013-14,30,66506,6028021,Orange,Fullerton Elementary,Commonwealth Elementary,N,,,K,6,405,299,299,73.8%,335,335,82.7%,
2013-14,30,66506,6028039,Orange,Fullerton Elementary,Fern Drive Elementary,N,,,K,6,600,118,120,20.0%,156,158,26.3%,
2013-14,30,66506,6028054,Orange,Fullerton Elementary,Golden Hill Elementary,N,,,K,6,767,165,166,21.6%,205,206,26.9%,
2013-14,30,66506,6028062,Orange,Fullerton Elementary,Hermosa Drive Elementary,N,,,K,6,495,160,161,32.5%,184,185,37.4%,
2013-14,30,66506,6028070,Orange,Fullerton Elementary,Ladera Vista Junior High,N,,,7,8,877,346,349,39.8%,423,426,48.6%,
2013-14,30,66506,6028088,Orange,Fullerton Elementary,Laguna Road Elementary,N,,,K,6,677,45,46,6.8%,61,62,9.2%,
2013-14,30,66506,6028104,Orange,Fullerton Elementary,Nicolas Junior High,N,,,7,8,788,553,554,70.3%,626,626,79.4%,
2013-14,30,66506,6028112,Orange,Fullerton Elementary,Orangethorpe Elementary,N,,,K,6,691,462,463,67.0%,530,531,76.8%,
2013-14,30,66506,6028120,Orange,Fullerton Elementary,Pacific Drive Elementary,N,,,K,6,649,431,432,66.6%,506,507,78.1%,
2013-14,30,66506,6028138,Orange,Fullerton Elementary,Raymond Elementary,N,,,K,6,470,242,242,51.5%,284,284,60.4%,
2013-14,30,66506,6028146,Orange,Fullerton Elementary,Richman Elementary,N,,,K,6,768,621,621,80.9%,679,679,88.4%,
2013-14,30,66506,6028153,Orange,Fullerton Elementary,Rolling Hills Elementary,N,,,K,6,762,164,165,21.7%,199,200,26.2%,
2013-14,30,66506,6028161,Orange,Fullerton Elementary,Sunset Lane Elementary,N,,,K,6,740,114,116,15.7%,161,161,21.8%,
2013-14,30,66506,6028179,Orange,Fullerton Elementary,Valencia Park Elementary,N,,,K,6,689,516,516,74.9%,607,607,88.1%,
2013-14,30,66506,6028195,Orange,Fullerton Elementary,Woodcrest Elementary,N,,,K,6,463,342,342,73.9%,380,380,82.1%,
2013-14,30,66506,6085286,Orange,Fullerton Elementary,D. Russell Parks Junior High,N,,,7,8,"1,031",172,173,16.8%,231,232,22.5%,
2013-14,30,66506,6113617,Orange,Fullerton Elementary,Maple Elementary,N,,,K,6,412,315,315,76.5%,358,358,86.9%,
2013-14,30,66514,0000001,Orange,Fullerton Joint Union High,"Nonpublic, Nonsectarian Schools",N,,,,,22,1,4,18.2%,1,4,18.2%,
2013-14,30,66514,3030335,Orange,Fullerton Joint Union High,La Sierra High (Alternative),N,,,9,12,700,363,369,52.7%,410,416,59.4%,
2013-14,30,66514,3030855,Orange,Fullerton Joint Union High,Buena Park High,N,,,9,12,"1,946","1,229","1,238",63.6%,"1,520","1,525",78.4%,
2013-14,30,66514,3032505,Orange,Fullerton Joint Union High,Fullerton Union High,N,,,9,12,"2,177",963,968,44.5%,"1,188","1,192",54.8%,
2013-14,30,66514,3033362,Orange,Fullerton Joint Union High,La Habra High,N,,,9,12,"2,242",800,811,36.2%,"1,071","1,078",48.1%,
2013-14,30,66514,3033610,Orange,Fullerton Joint Union High,La Vista High (Continuation),N,,,9,12,537,333,336,62.6%,376,379,70.6%,
2013-14,30,66514,3037090,Orange,Fullerton Joint Union High,Sonora High,N,,,9,12,"1,864",705,713,38.3%,912,917,49.2%,
2013-14,30,66514,3037348,Orange,Fullerton Joint Union High,Sunny Hills High,N,,,9,12,"2,293",376,384,16.7%,510,515,22.5%,
2013-14,30,66514,3037496,Orange,Fullerton Joint Union High,Troy High,N,,,9,12,"2,720",324,328,12.1%,435,439,16.1%,
2013-14,30,66522,0000001,Orange,Garden Grove Unified,"Nonpublic, Nonsectarian Schools",N,,,,,11,1,2,18.2%,1,2,18.2%,
2013-14,30,66522,3030103,Orange,Garden Grove Unified,Marie L. Hare High,N,,,7,12,392,304,305,77.8%,358,358,91.3%,
2013-14,30,66522,3030434,Orange,Garden Grove Unified,Bolsa Grande High,N,,,9,12,"2,003","1,394","1,401",69.9%,"1,687","1,688",84.3%,
2013-14,30,66522,3030517,Orange,Garden Grove Unified,Lincoln High Continuation,N,,,9,12,29,27,27,93.1%,28,28,96.6%,
2013-14,30,66522,3032752,Orange,Garden Grove Unified,Garden Grove High,N,,,9,12,"2,483","1,467","1,468",59.1%,"1,824","1,824",73.5%,
2013-14,30,66522,3033578,Orange,Garden Grove Unified,La Quinta High,N,,,9,12,"2,161","1,272","1,274",59.0%,"1,636","1,637",75.8%,
2013-14,30,66522,3033933,Orange,Garden Grove Unified,Los Amigos High,N,,,9,12,"1,800","1,419","1,419",78.8%,"1,647","1,647",91.5%,
2013-14,30,66522,3035581,Orange,Garden Grove Unified,Pacifica High,N,,,9,12,"1,765",519,523,29.6%,702,704,39.9%,
2013-14,30,66522,3035706,Orange,Garden Grove Unified,Rancho Alamitos High,N,,,9,12,"1,831","1,201","1,201",65.6%,"1,470","1,470",80.3%,
2013-14,30,66522,3036555,Orange,Garden Grove Unified,Santiago High,N,,,9,12,"2,307","1,847","1,849",80.1%,"2,118","2,120",91.9%,
2013-14,30,66522,6028211,Orange,Garden Grove Unified,A. J. Cook Elementary,N,,,K,6,389,228,228,58.6%,281,281,72.2%,
2013-14,30,66522,6028229,Orange,Garden Grove Unified,Agnes Ware Stanley Elementary,N,,,K,6,426,238,238,55.9%,292,292,68.5%,
2013-14,30,66522,6028237,Orange,Garden Grove Unified,Alamitos Intermediate,N,,,7,8,801,545,547,68.3%,660,661,82.5%,
2013-14,30,66522,6028252,Orange,Garden Grove Unified,Brookhurst Elementary,N,,,K,6,499,381,382,76.6%,425,426,85.4%,
2013-14,30,66522,6028260,Orange,Garden Grove Unified,Bryant Elementary,N,,,K,6,558,440,443,79.4%,501,502,90.0%,
2013-14,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,N,,,K,6,562,436,439,78.1%,503,503,89.5%,
2013-14,30,66522,6028294,Orange,Garden Grove Unified,Clinton-Mendenhall Elementary,N,,,K,6,774,636,636,82.2%,720,720,93.0%,
2013-14,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,N,,,7,8,757,502,503,66.4%,632,633,83.6%,
2013-14,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,N,,,K,6,892,737,739,82.8%,845,846,94.8%,
2013-14,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,N,,,K,6,469,330,332,70.8%,411,411,87.6%,
2013-14,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,N,,,K,6,719,662,662,92.1%,704,704,97.9%,
2013-14,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,N,,,K,6,602,426,427,70.9%,503,504,83.7%,
2013-14,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,N,,,K,6,835,220,220,26.3%,342,342,41.0%,
2013-14,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,N,,,K,6,506,339,339,67.0%,407,407,80.4%,
2013-14,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,N,,,K,6,547,366,366,66.9%,441,441,80.6%,
2013-14,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,N,,,K,6,628,334,335,53.3%,431,431,68.6%,
2013-14,30,66522,6028401,Orange,Garden Grove Unified,Garden Park Elementary,N,,,K,6,241,64,64,26.6%,80,80,33.2%,
2013-14,30,66522,6028419,Orange,Garden Grove Unified,Genevieve M. Crosby Elementary,N,,,K,6,506,292,299,59.1%,379,381,75.3%,
2013-14,30,66522,6028427,Orange,Garden Grove Unified,Patton Elementary,N,,,K,6,"1,015",207,213,21.0%,309,315,31.0%,
2013-14,30,66522,6028435,Orange,Garden Grove Unified,Gilbert Elementary,N,,,K,6,580,359,360,62.1%,428,429,74.0%,
2013-14,30,66522,6028443,Orange,Garden Grove Unified,Heritage Elementary,N,,,K,6,600,517,518,86.3%,570,570,95.0%,
2013-14,30,66522,6028450,Orange,Garden Grove Unified,Hilton D. Bell Intermediate,N,,,7,8,706,149,150,21.2%,201,201,28.5%,
2013-14,30,66522,6028468,Orange,Garden Grove Unified,Izaak Walton Intermediate,N,,,7,8,633,442,444,70.1%,545,546,86.3%,
2013-14,30,66522,6028476,Orange,Garden Grove Unified,James Irvine Intermediate,N,,,7,8,893,641,642,71.9%,766,767,85.9%,
2013-14,30,66522,6028484,Orange,Garden Grove Unified,James Monroe Elementary,N,,,K,6,1,0,0,0.0%,0,0,0.0%,
2013-14,30,66522,6028500,Orange,Garden Grove Unified,Enders Elementary,N,,,K,6,528,155,156,29.5%,200,201,38.1%,
2013-14,30,66522,6028518,Orange,Garden Grove Unified,John Marshall Elementary,N,,,K,6,474,352,354,74.7%,395,395,83.3%,
2013-14,30,66522,6028526,Orange,Garden Grove Unified,John Murdy Elementary,N,,,K,6,433,267,269,62.1%,334,336,77.6%,
2013-14,30,66522,6028534,Orange,Garden Grove Unified,Dr. Walter C. Ralston Intermediate,N,,,7,8,668,430,430,64.4%,518,518,77.5%,
2013-14,30,66522,6028542,Orange,Garden Grove Unified,Leo Carrillo Elementary,N,,,K,6,605,436,438,72.4%,501,503,83.1%,
2013-14,30,66522,6028559,Orange,Garden Grove Unified,Leroy L. Doig Intermediate,N,,,7,8,863,720,722,83.7%,815,815,94.4%,
2013-14,30,66522,6028575,Orange,Garden Grove Unified,Linton T. Simmons Elementary,N,,,K,6,432,373,374,86.6%,404,404,93.5%,
2013-14,30,66522,6028583,Orange,Garden Grove Unified,Louis G. Zeyen Elementary,N,,,K,6,308,200,201,65.3%,245,246,79.9%,
2013-14,30,66522,6028609,Orange,Garden Grove Unified,Loyal Barker Elementary,N,,,K,6,408,55,57,14.0%,83,85,20.8%,
2013-14,30,66522,6028617,Orange,Garden Grove Unified,Mabel Carver Elementary,N,,,K,6,208,155,156,75.0%,175,176,84.6%,
2013-14,30,66522,6028625,Orange,Garden Grove Unified,Louis Lake Intermediate,N,,,7,8,610,362,363,59.5%,457,457,74.9%,
2013-14,30,66522,6028633,Orange,Garden Grove Unified,Mark Twain Special Center,N,,,K,6,60,28,28,46.7%,41,41,68.3%,
2013-14,30,66522,6028641,Orange,Garden Grove Unified,Merton E. Hill Elementary,N,,,K,6,395,264,264,66.8%,317,317,80.3%,
2013-14,30,66522,6028658,Orange,Garden Grove Unified,Mitchell Elementary,N,,,K,6,456,294,296,64.9%,371,372,81.6%,
2013-14,30,66522,6028666,Orange,Garden Grove Unified,Morningside Elementary,N,,,K,6,502,297,297,59.2%,399,399,79.5%,
2013-14,30,66522,6028674,Orange,Garden Grove Unified,Newhope Elementary,N,,,K,6,504,393,394,78.2%,461,461,91.5%,
2013-14,30,66522,6028682,Orange,Garden Grove Unified,Ocia A. Peters Elementary,N,,,K,6,"1,180",820,826,70.0%,975,977,82.8%,
2013-14,30,66522,6028690,Orange,Garden Grove Unified,Parkview Elementary,N,,,K,6,490,278,279,56.9%,368,369,75.3%,
2013-14,30,66522,6028708,Orange,Garden Grove Unified,Post Elementary,N,,,K,6,599,334,335,55.9%,446,446,74.5%,
2013-14,30,66522,6028716,Orange,Garden Grove Unified,R. F. Hazard Elementary,N,,,K,6,664,563,565,85.1%,625,627,94.4%,
2013-14,30,66522,6028724,Orange,Garden Grove Unified,Riverdale Elementary,N,,,K,6,553,391,391,70.7%,476,476,86.1%,
2013-14,30,66522,6028732,Orange,Garden Grove Unified,Rosita Elementary,N,,,K,6,569,425,425,74.7%,504,504,88.6%,
2013-14,30,66522,6028740,Orange,Garden Grove Unified,Sarah McGarvin Intermediate,N,,,7,8,825,413,414,50.2%,566,566,68.6%,
2013-14,30,66522,6028765,Orange,Garden Grove Unified,Stanford Elementary,N,,,K,6,617,363,364,59.0%,471,472,76.5%,
2013-14,30,66522,6028773,Orange,Garden Grove Unified,Stephen R. Fitz Intermediate,N,,,7,8,742,598,599,80.7%,689,690,93.0%,
2013-14,30,66522,6028781,Orange,Garden Grove Unified,Sunnyside Elementary,N,,,K,6,718,376,380,52.9%,479,481,67.0%,
2013-14,30,66522,6028799,Orange,Garden Grove Unified,Susan B. Anthony Elementary,N,,,K,6,519,302,302,58.2%,379,379,73.0%,
2013-14,30,66522,6028807,Orange,Garden Grove Unified,Thomas Paine Elementary,N,,,K,6,530,302,302,57.0%,384,384,72.5%,
2013-14,30,66522,6028815,Orange,Garden Grove Unified,Wakeham Elementary,N,,,K,6,364,284,284,78.0%,325,325,89.3%,
2013-14,30,66522,6028823,Orange,Garden Grove Unified,Woodbury Elementary,N,,,K,6,440,352,353,80.2%,404,405,92.0%,
2013-14,30,66522,6085294,Orange,Garden Grove Unified,Mamie L. Northcutt Elementary,N,,,K,6,674,397,397,58.9%,497,497,73.7%,
2013-14,30,66522,6104129,Orange,Garden Grove Unified,Jordan Secondary Learning Center,N,,,9,12,77,49,49,63.6%,60,60,77.9%,
2013-14,30,66530,6028831,Orange,Huntington Beach City Elementary,Agnes L. Smith Elementary,N,,,K,5,792,132,136,17.2%,179,182,23.0%,
2013-14,30,66530,6028849,Orange,Huntington Beach City Elementary,Ethel Dwyer Middle,N,,,6,8,"1,269",242,245,19.3%,297,297,23.4%,
2013-14,30,66530,6028864,Orange,Huntington Beach City Elementary,John H. Eader Elementary,N,,,K,5,639,75,77,12.1%,95,97,15.2%,
2013-14,30,66530,6028872,Orange,Huntington Beach City Elementary,John R. Peterson Elementary,N,,,K,5,674,139,141,20.9%,164,166,24.6%,
2013-14,30,66530,6028880,Orange,Huntington Beach City Elementary,Joseph R. Perry Elementary,N,,,K,5,457,209,210,46.0%,237,238,52.1%,
2013-14,30,66530,6089072,Orange,Huntington Beach City Elementary,Isaac L. Sowers Middle,N,,,6,8,"1,168",104,106,9.1%,146,147,12.6%,
2013-14,30,66530,6094643,Orange,Huntington Beach City Elementary,Ralph E. Hawes Elementary,N,,,K,5,722,36,37,5.1%,48,49,6.8%,
2013-14,30,66530,6095111,Orange,Huntington Beach City Elementary,S. A. Moffett Elementary,N,,,K,5,597,54,55,9.2%,71,72,12.1%,
2013-14,30,66530,6116065,Orange,Huntington Beach City Elementary,Huntington Seacliff Elementary,N,,,K,5,684,20,22,3.2%,27,29,4.2%,
2013-14,30,66548,0000001,Orange,Huntington Beach Union High,"Nonpublic, Nonsectarian Schools",N,,,,,21,2,5,23.8%,2,5,23.8%,
2013-14,30,66548,3030145,Orange,Huntington Beach Union High,Ocean View High,N,,,9,12,"1,512",728,737,48.7%,829,835,55.2%,
2013-14,30,66548,3030368,Orange,Huntington Beach Union High,Coast High,N,,,9,12,145,17,19,13.1%,17,19,13.1%,
2013-14,30,66548,3030806,Orange,Huntington Beach Union High,HBUHSD Community Day,N,,,9,12,30,13,14,46.7%,14,14,46.7%,
2013-14,30,66548,3031895,Orange,Huntington Beach Union High,Edison High,N,,,9,12,"2,625",226,233,8.9%,281,287,10.9%,
2013-14,30,66548,3032158,Orange,Huntington Beach Union High,Fountain Valley High,N,,,9,12,"3,699",609,621,16.8%,788,800,21.6%,
2013-14,30,66548,3032943,Orange,Huntington Beach Union High,Huntington Beach High,N,,,9,12,"2,904",335,344,11.8%,400,409,14.1%,
2013-14,30,66548,3034410,Orange,Huntington Beach Union High,Marina High,N,,,9,12,"2,613",401,410,15.7%,475,484,18.5%,
2013-14,30,66548,3038445,Orange,Huntington Beach Union High,Westminster High,N,,,9,12,"2,597","1,785","1,793",69.0%,"2,046","2,052",79.0%,
2013-14,30,66548,3038551,Orange,Huntington Beach Union High,Valley Vista High (Continuation),N,,,9,12,285,117,119,41.8%,132,134,47.0%,
2013-14,30,66555,3033206,Orange,Laguna Beach Unified,Laguna Beach High,N,,,9,12,829,52,55,6.6%,73,75,9.0%,
2013-14,30,66555,6028906,Orange,Laguna Beach Unified,El Morro Elementary,N,,,K,5,557,59,60,10.8%,83,83,14.9%,
2013-14,30,66555,6028914,Orange,Laguna Beach Unified,Thurston Middle,N,,,6,8,962,58,59,6.1%,89,89,9.3%,
2013-14,30,66555,6028922,Orange,Laguna Beach Unified,Top of the World Elementary,N,,,K,5,657,31,32,4.9%,39,39,5.9%,
2013-14,30,66563,0000001,Orange,La Habra City Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,17,1,5,29.4%,1,5,29.4%,
2013-14,30,66563,6028930,Orange,La Habra City Elementary,Arbolita Elementary,N,,,K,2,355,268,268,75.5%,309,309,87.0%,
2013-14,30,66563,6028948,Orange,La Habra City Elementary,El Cerrito Elementary,N,,,K,2,458,342,344,75.1%,385,387,84.5%,
2013-14,30,66563,6028955,Orange,La Habra City Elementary,Imperial Middle,N,,,6,8,868,527,527,60.7%,642,642,74.0%,
2013-14,30,66563,6028963,Orange,La Habra City Elementary,Ladera Palma Elementary,N,,,K,2,456,264,265,58.1%,325,326,71.5%,
2013-14,30,66563,6028971,Orange,La Habra City Elementary,Las Lomas Elementary,N,,,K,2,457,309,312,68.3%,373,374,81.8%,
2013-14,30,66563,6028989,Orange,La Habra City Elementary,Las Positas Elementary,N,,,3,5,570,387,389,68.2%,456,458,80.4%,
2013-14,30,66563,6028997,Orange,La Habra City Elementary,Sierra Vista Elementary,N,,,3,5,568,353,355,62.5%,420,422,74.3%,
2013-14,30,66563,6029029,Orange,La Habra City Elementary,Walnut Elementary,N,,,3,5,533,382,382,71.7%,448,448,84.1%,
2013-14,30,66563,6029037,Orange,La Habra City Elementary,Washington Middle,N,,,6,8,867,529,532,61.4%,621,624,72.0%,
2013-14,30,66589,0000001,Orange,Magnolia Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,3,2,2,66.7%,2,2,66.7%,
2013-14,30,66589,6029110,Orange,Magnolia Elementary,Albert Schweitzer Elementary,Y,,,K,6,695,564,566,81.4%,613,615,88.5%,
2013-14,30,66589,6029128,Orange,Magnolia Elementary,Baden-Powell Elementary,Y,,,K,6,701,517,519,74.0%,592,594,84.7%,
2013-14,30,66589,6029136,Orange,Magnolia Elementary,Esther L. Walter Elementary,Y,,,K,6,561,459,459,81.8%,516,516,92.0%,
2013-14,30,66589,6029144,Orange,Magnolia Elementary,Jonas E. Salk Elementary,Y,,,K,6,848,669,670,79.0%,760,761,89.7%,
2013-14,30,66589,6029151,Orange,Magnolia Elementary,Juliette Low Elementary,Y,,,K,6,730,509,510,69.9%,594,595,81.5%,
2013-14,30,66589,6029169,Orange,Magnolia Elementary,Mattie Lou Maxwell Elementary,Y,,,K,6,798,592,598,74.9%,680,680,85.2%,
2013-14,30,66589,6029177,Orange,Magnolia Elementary,Peter Marshall Elementary,Y,,,K,6,638,386,387,60.7%,475,476,74.6%,
2013-14,30,66589,6029185,Orange,Magnolia Elementary,Robert M. Pyles Elementary,Y,,,K,6,751,660,662,88.1%,707,707,94.1%,
2013-14,30,66589,6029193,Orange,Magnolia Elementary,Walt Disney Elementary,Y,,,K,6,693,415,416,60.0%,486,487,70.3%,
2013-14,30,66597,0000001,Orange,Newport-Mesa Unified,"Nonpublic, Nonsectarian Schools",N,,,,,10,0,1,10.0%,0,1,10.0%,
2013-14,30,66597,0111666,Orange,Newport-Mesa Unified,Early College High,N,,,9,12,233,150,150,64.4%,173,173,74.2%,
2013-14,30,66597,3030186,Orange,Newport-Mesa Unified,Monte Vista High,N,,,9,12,54,9,9,16.7%,10,10,18.5%,
2013-14,30,66597,3031697,Orange,Newport-Mesa Unified,Corona del Mar High,N,,,7,12,"2,548",168,168,6.6%,192,192,7.5%,
2013-14,30,66597,3031853,Orange,Newport-Mesa Unified,Costa Mesa High,N,,,7,12,"1,763","1,103","1,104",62.6%,"1,282","1,283",72.8%,
2013-14,30,66597,3032000,Orange,Newport-Mesa Unified,Estancia High,N,,,9,12,"1,271",839,839,66.0%,932,932,73.3%,
2013-14,30,66597,3034907,Orange,Newport-Mesa Unified,Back Bay High,N,,,9,12,142,88,88,62.0%,98,98,69.0%,
2013-14,30,66597,3035045,Orange,Newport-Mesa Unified,Newport Harbor High,N,,,9,12,"2,467",802,802,32.5%,917,917,37.2%,
2013-14,30,66597,6029219,Orange,Newport-Mesa Unified,Abraham Lincoln Elementary,N,,,K,6,668,53,53,7.9%,65,65,9.7%,
2013-14,30,66597,6029227,Orange,Newport-Mesa Unified,Adams Elementary,N,,,K,6,425,327,328,77.2%,365,365,85.9%,
2013-14,30,66597,6029268,Orange,Newport-Mesa Unified,California Elementary,N,,,K,6,441,161,162,36.7%,210,211,47.8%,
2013-14,30,66597,6029284,Orange,Newport-Mesa Unified,Charles W. Tewinkle Middle,N,,,7,8,681,536,536,78.7%,573,573,84.1%,
2013-14,30,66597,6029300,Orange,Newport-Mesa Unified,College Park Elementary,N,,,K,6,591,467,467,79.0%,508,508,86.0%,
2013-14,30,66597,6029326,Orange,Newport-Mesa Unified,Everett A. Rea Elementary,Y,,,K,6,513,309,309,60.2%,324,324,63.2%,
2013-14,30,66597,6029334,Orange,Newport-Mesa Unified,Harbor View Elementary,N,,,K,6,455,32,32,7.0%,38,38,8.4%,
2013-14,30,66597,6029359,Orange,Newport-Mesa Unified,Heinz Kaiser Elementary,N,,,3,6,691,218,218,31.5%,270,270,39.1%,
2013-14,30,66597,6029367,Orange,Newport-Mesa Unified,Horace Ensign Intermediate,N,,,7,8,"1,089",407,408,37.5%,477,478,43.9%,
2013-14,30,66597,6029375,Orange,Newport-Mesa Unified,Killybrooke Elementary,N,,,K,6,428,252,253,59.1%,304,305,71.3%,
2013-14,30,66597,6029391,Orange,Newport-Mesa Unified,Mariners Elementary,N,,,K,6,768,78,78,10.2%,96,96,12.5%,
2013-14,30,66597,6029409,Orange,Newport-Mesa Unified,Maude B. Davis Elementary,N,,,K,6,561,97,97,17.3%,131,131,23.4%,
2013-14,30,66597,6029433,Orange,Newport-Mesa Unified,Newport Elementary,N,,,K,6,495,59,59,11.9%,76,76,15.4%,
2013-14,30,66597,6029441,Orange,Newport-Mesa Unified,Newport Heights Elementary,N,,,K,6,676,181,184,27.2%,203,206,30.5%,
2013-14,30,66597,6029458,Orange,Newport-Mesa Unified,Paularino Elementary,N,,,K,6,445,255,255,57.3%,310,310,69.7%,
2013-14,30,66597,6029466,Orange,Newport-Mesa Unified,Pomona Elementary,Y,,,K,6,501,322,322,64.3%,337,337,67.3%,
2013-14,30,66597,6029482,Orange,Newport-Mesa Unified,Sonora Elementary,N,,,K,6,512,354,354,69.1%,405,405,79.1%,
2013-14,30,66597,6029490,Orange,Newport-Mesa Unified,Victoria Elementary,N,,,K,6,382,231,231,60.5%,253,253,66.2%,
2013-14,30,66597,6029516,Orange,Newport-Mesa Unified,Whittier Elementary,Y,,,K,6,748,513,513,68.6%,531,531,71.0%,
2013-14,30,66597,6029524,Orange,Newport-Mesa Unified,Wilson Elementary,Y,,,K,6,545,383,383,70.3%,396,396,72.7%,
2013-14,30,66597,6068399,Orange,Newport-Mesa Unified,Eastbluff Elementary,N,,,K,6,410,42,42,10.2%,61,61,14.9%,
2013-14,30,66597,6089460,Orange,Newport-Mesa Unified,Roy O. Andersen Elementary,N,,,K,6,384,5,5,1.3%,7,7,1.8%,
2013-14,30,66597,6107833,Orange,Newport-Mesa Unified,Woodland Elementary,N,,,K,2,510,127,127,24.9%,158,158,31.0%,
2013-14,30,66597,6118236,Orange,Newport-Mesa Unified,Newport Coast Elementary,N,,,K,6,611,20,20,3.3%,23,23,3.8%,
2013-14,30,66613,0000001,Orange,Ocean View,"Nonpublic, Nonsectarian Schools",N,,,,,7,0,1,14.3%,0,1,14.3%,
2013-14,30,66613,6029540,Orange,Ocean View,Circle View Elementary,N,,,K,5,746,89,89,11.9%,124,124,16.6%,
2013-14,30,66613,6029557,Orange,Ocean View,College View Elementary,N,,,K,5,461,210,210,45.6%,241,241,52.3%,
2013-14,30,66613,6029581,Orange,Ocean View,Harbour View Elementary,N,,,K,5,835,191,191,22.9%,207,207,24.8%,
2013-14,30,66613,6029607,Orange,Ocean View,Hope View Elementary,N,,,K,5,711,59,59,8.3%,75,75,10.5%,
2013-14,30,66613,6029615,Orange,Ocean View,Lake View Elementary,N,,,K,5,323,174,174,53.9%,196,196,60.7%,
2013-14,30,66613,6029631,Orange,Ocean View,Marine View Middle,N,,,6,8,825,213,213,25.8%,244,244,29.6%,
2013-14,30,66613,6029656,Orange,Ocean View,Oak View Elementary,Y,,,K,5,709,500,500,70.5%,510,510,71.9%,
2013-14,30,66613,6029698,Orange,Ocean View,Spring View Middle,N,,,6,8,772,242,242,31.3%,296,296,38.3%,
2013-14,30,66613,6029706,Orange,Ocean View,Star View Elementary,N,,,K,5,574,181,181,31.5%,238,238,41.5%,
2013-14,30,66613,6029714,Orange,Ocean View,Sun View Elementary,N,,,K,5,257,167,167,65.0%,184,184,71.6%,
2013-14,30,66613,6029722,Orange,Ocean View,Village View Elementary,N,,,K,5,581,81,82,14.1%,96,97,16.7%,
2013-14,30,66613,6029730,Orange,Ocean View,Westmont Elementary,N,,,K,5,372,223,223,59.9%,260,260,69.9%,
2013-14,30,66613,6066849,Orange,Ocean View,Mesa View Middle,N,,,6,8,803,194,194,24.2%,223,223,27.8%,
2013-14,30,66613,6068613,Orange,Ocean View,Vista View Middle,N,,,6,8,723,379,379,52.4%,437,437,60.4%,
2013-14,30,66613,6071104,Orange,Ocean View,Golden View Elementary,N,,,K,5,524,156,156,29.8%,183,183,34.9%,
2013-14,30,66621,0000001,Orange,Orange Unified,"Nonpublic, Nonsectarian Schools",N,,,,,48,7,10,20.8%,8,11,22.9%,
2013-14,30,66621,0102814,Orange,Orange Unified,Orange Unified Pre-K SDC,N,,,P,K,32,4,4,12.5%,4,4,12.5%,
2013-14,30,66621,0114769,Orange,Orange Unified,OUSD Community Day,N,,,7,12,38,27,27,71.1%,28,28,73.7%,
2013-14,30,66621,0118174,Orange,Orange Unified,OUSD Home Sch,N,,,K,12,99,18,19,19.2%,18,19,19.2%,
2013-14,30,66621,3030046,Orange,Orange Unified,Canyon High,N,,,9,12,"2,360",222,223,9.4%,292,292,12.4%,
2013-14,30,66621,3031952,Orange,Orange Unified,El Modena High,N,,,9,12,"2,089",799,800,38.3%,932,933,44.7%,
2013-14,30,66621,3035409,Orange,Orange Unified,Orange High,N,,,9,12,"1,895","1,323","1,324",69.9%,"1,485","1,486",78.4%,
