id,name,district,city,enrollment,up_to_date_count,conditional_count,personal_belief_exemption_count,permanent_medical_exemption_count,up_to_date_percent,conditional_percent,personal_belief_exemption_percent,permanent_medical_exemption_percent,type,is_religious,religion,frpm_percent,latitude,longitude
6977003,SINAI AKIBA ACADEMY,Los Angeles Unified,LOS ANGELES,47,41,6,0,0,87,13,0,0,PRIVATE,Religious,Jewish,,34.0658091,-118.4292449
6982920,SONRISE CHRISTIAN,Charter Oak Unified,COVINA,34,23,7,4,0,68,21,12,0,PRIVATE,Religious,Church of Christ,,34.0897879,-117.8654438
6960397,SOUTH BAY FAITH ACADEMY,Redondo Beach Unified,REDONDO BEACH,18,10,2,6,0,56,11,33,0,PRIVATE,Religious,Not affiliated with any denomination,,33.8417686,-118.3861289
6983076,SOUTH BAY JUNIOR ACADEMY,Torrance Unified,TORRANCE,18,18,0,0,0,100,0,0,0,PRIVATE,Religious,Seventh-day Adventist,,33.8483013,-118.3596242
6909220,SOUTHLANDS CHRISTIAN SCHOOLS,Rowland Unified,WALNUT,17,17,0,0,0,100,0,0,0,PRIVATE,Religious,Not affiliated with any denomination,,33.9840856,-117.8670019
6963391,ST ANTHONY SCHOOL,El Segundo Unified,EL SEGUNDO,22,22,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.9187099,-118.4079038
6963300,ST. AGNES PARISH SCHOOL,Los Angeles,LOS ANGELES,23,22,1,0,0,96,4,0,0,PRIVATE,Religious,Roman Catholic,,34.0323745,-118.2927285
6963318,ST. ALBERT THE GREAT ELEMENTARY SCHOOL,Compton Unified School District,RANCHO DOMINGUEZ,23,23,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.8946303,-118.2609643
6963359,ST. ANASTASIA ELEMENTARY,Los Angeles Unified,LOS ANGELES,32,27,5,0,0,84,16,0,0,PRIVATE,Religious,Roman Catholic,,33.9588229,-118.4252483
6963367,ST. ANDREW ELEMENTARY,Pasadena Unified,PASADENA,43,26,17,0,0,60,40,0,0,PRIVATE,Religious,Roman Catholic,,34.150089,-118.149738
6963375,ST. ANNE ELEMENTARY,Santa Monica-Malibu Unified,SANTA MONICA,41,34,2,5,0,83,5,12,0,PRIVATE,Religious,Roman Catholic,,34.0267795,-118.4763759
6963425,ST. ANTHONY,Garvey Elementary,SAN GABRIEL,17,17,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,34.0743122,-118.0914442
6963417,ST. ANTHONY ELEMENTARY,Long Beach Unified,LONG BEACH,10,7,2,1,0,70,20,10,0,PRIVATE,Religious,Roman Catholic,,33.7732343,-118.1811219
6963433,ST. ATHANASIUS ELEMENTARY,Long Beach Unified,LONG BEACH,20,19,0,1,0,95,0,5,0,PRIVATE,Religious,Roman Catholic,,33.8536254,-118.1859586
6963441,ST. AUGUSTINE,Los Angeles Unified,CULVER CITY,22,18,0,4,0,82,0,18,0,PRIVATE,Religious,Roman Catholic,,34.0218161,-118.4001127
6963458,ST. BARNABAS ELEMENTARY,Long Beach,LONG BEACH,35,35,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.8310419,-118.176942
6963474,ST. BEDE THE VENERABLE ELEMENTARY,La Canada Unified,LA CANADA,23,20,1,2,0,87,4,9,0,PRIVATE,Religious,Roman Catholic,,34.1978693,-118.1834684
6963482,ST. BENEDICT ELEMENTARY,Montebello Unified,MONTEBELLO,65,42,23,0,0,65,35,0,0,PRIVATE,Religious,Roman Catholic,,34.0130635,-118.1105596
6963508,ST. BERNARD,Bellflower Unified,BELLFLOWER,21,20,1,0,0,95,5,0,0,PRIVATE,Religious,Roman Catholic,,33.8784243,-118.1280936
6963516,ST. BERNARD ELEMENTARY,Los Angeles Unified,LOS ANGELES,46,39,7,0,0,85,15,0,0,PRIVATE,Religious,Roman Catholic,,34.1111226,-118.2361737
6963524,ST. BERNARDINE OF SIENA ELEMENTARY,Los Angeles Unified,WOODLAND HILLS,26,26,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,34.1819457,-118.6571399
6963581,ST. CATHERINE LABOURE ELEMENTARY,Torrance Unified,TORRANCE,66,63,2,0,1,95,3,0,2,PRIVATE,Religious,Roman Catholic,,33.8780919,-118.3403193
6963599,ST. CATHERINE OF SIENA SCHOOL,Los Angeles Unified,RESEDA,26,24,2,0,0,92,8,0,0,PRIVATE,Religious,Roman Catholic,,34.201232,-118.527915
6963607,ST. CECILIA ELEMENTARY,Los Angeles Unified,LOS ANGELES,30,19,11,0,0,63,37,0,0,PRIVATE,Religious,Roman Catholic,,34.006933,-118.2999658
6963615,ST. CHARLES BORROMEO,Los Angeles Unified,NORTH HOLLYWOOD,17,17,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,34.1499657,-118.3674778
6963623,ST. CHRISTOPHER PARISH SCHOOL,West Covina Unified,WEST COVINA,26,23,3,0,0,88,12,0,0,PRIVATE,Religious,Roman Catholic,,34.0656371,-117.929472
6963649,ST. COLUMBKILLE ELEMENTARY,LAUSD,LOS ANGELES,56,51,5,0,0,91,9,0,0,PRIVATE,Religious,Roman Catholic,,33.9817069,-118.2755368
6963656,ST. CORNELIUS ELEMENTARY,Long Beach Unified,LONG BEACH,35,35,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.8176126,-118.1251476
6963664,ST. CYPRIAN ELEMENTARY,Long Beach Unified,LONG BEACH,41,40,0,1,0,98,0,2,0,PRIVATE,Religious,Roman Catholic,,33.843264,-118.132623
6963672,ST. CYRIL OF JERUSALEM ELEMENTARY,Los Angeles Unified,ENCINO,26,23,3,0,0,88,12,0,0,PRIVATE,Religious,Roman Catholic,,34.1544745,-118.4729831
6963680,ST. DIDACUS ELEMENTARY,Los Angeles Unified,SYLMAR,24,23,1,0,0,96,4,0,0,PRIVATE,Religious,Roman Catholic,,34.3058163,-118.4455953
6963698,ST. DOMINIC ELEMENTARY,Los Angeles,LOS ANGELES,48,42,6,0,0,88,13,0,0,PRIVATE,Religious,Roman Catholic,,34.1381319,-118.2122862
6963706,ST. DOMINIC SAVIO,Downey Unified,BELLFLOWER,37,35,1,1,0,95,3,3,0,PRIVATE,Religious,Roman Catholic,,33.909419,-118.1242195
6963714,ST. DOROTHY ELEMENTARY,Glendora Unified,GLENDORA,29,26,2,1,0,90,7,3,0,PRIVATE,Religious,Roman Catholic,,34.1385359,-117.8374105
6963748,ST. EMYDIUS SCHOOL,Lynwood Unified,LYNWOOD,34,34,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.933318,-118.207539
6963755,ST. EUGENE,Los Angeles Unified,LOS ANGELES,21,21,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.9495385,-118.3167224
6963763,ST. EUPHRASIA SCHOOL,Los Angeles Unified,GRANADA HILLS,31,30,1,0,0,97,3,0,0,PRIVATE,Religious,Roman Catholic,,34.284048,-118.517052
6963789,ST. FERDINAND ELEMENTARY,Los Angeles Unified,SAN FERNANDO,18,12,6,0,0,67,33,0,0,PRIVATE,Religious,Roman Catholic,,34.2811121,-118.4426786
6963813,ST. FRANCES OF ROME ELEMENTARY,Azusa Unified,AZUSA,14,14,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,34.1346159,-117.9017687
6963805,ST. FRANCES X. CABRINI,Los Angeles Unified,LOS ANGELES,17,11,6,0,0,65,35,0,0,PRIVATE,Religious,Roman Catholic,,33.930559,-118.3010855
6963821,ST. FRANCIS DE SALES,Los Angeles Unified,SHERMAN OAKS,36,28,6,2,0,78,17,6,0,PRIVATE,Religious,Roman Catholic,,34.1495072,-118.4245026
6963862,ST. GENEVIEVE ELEMENTARY SCHOOL,Los Angeles Unified,PANORAMA CITY,55,52,3,0,0,95,5,0,0,PRIVATE,Religious,Roman Catholic,,34.2225563,-118.4395146
6963888,ST. GERTRUDE SCHOOL,Montebello Unified School District,BELL GARDENS,36,36,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.9677269,-118.152206
6963904,ST. GREGORY THE GREAT,East Whittier City Elementary,WHITTIER,48,48,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.932842,-118.035006
6954069,ST. GREGORY'S A. AND M. HOVSEPIAN SCHOOL,Pasadena Unified,PASADENA,17,17,0,0,0,100,0,0,0,PRIVATE,Religious,Other/Interdenominational,,34.1468304,-118.1046106
6963938,ST. IGNATIUS OF LOYOLA ELEMENTARY,Los Angeles Unified,LOS ANGELES,19,13,5,1,0,68,26,5,0,PRIVATE,Religious,Roman Catholic,,34.1138151,-118.1909313
6963953,ST. JAMES ELEMENTARY,Torrance Unified,TORRANCE,30,28,2,0,0,93,7,0,0,PRIVATE,Religious,Roman Catholic,,33.843737,-118.3629834
6982714,ST. JAMES PARISH DAY SCHOOL,South Pasadena Unified,SOUTH PASADENA,11,11,0,0,0,100,0,0,0,PRIVATE,Religious,Episcopal,,34.1117317,-118.1534275
6963946,ST. JAMES THE LESS ELEMENTARY,Glendale Unified,LA CRESCENTA,13,7,6,0,0,54,46,0,0,PRIVATE,Religious,Roman Catholic,,34.238503,-118.2580333
6963961,ST. JANE FRANCES DE CHANTAL SCHOOL,Los Angeles Unified,NORTH HOLLYWOOD,34,23,11,0,0,68,32,0,0,PRIVATE,Religious,Roman Catholic,,34.1882455,-118.4156352
6964001,ST. JOHN CHRYSOSTOM,Inglewood,INGLEWOOD,30,30,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.968819,-118.347557
6964019,ST. JOHN EUDES,Los Angeles Unified,CHATSWORTH,23,20,2,1,0,87,9,4,0,PRIVATE,Religious,Roman Catholic,,34.2508656,-118.581052
6964035,ST. JOHN FISHER ELEMENTARY,Palos Verdes Peninsula Unified,RANCHO PALOS VERDES,19,16,3,0,0,84,16,0,0,PRIVATE,Religious,Roman Catholic,,33.7625625,-118.3692356
6964043,ST. JOHN OF GOD ELEMENTARY,Norwalk-La Mirada Unified,NORWALK,17,13,4,0,0,76,24,0,0,PRIVATE,Religious,Roman Catholic,,33.9060897,-118.0835061
6963995,ST. JOHN THE BAPTIST,Baldwin Park Unified,BALDWIN PARK,37,36,1,0,0,97,3,0,0,PRIVATE,Religious,Roman Catholic,,34.0826955,-117.9674673
6964100,ST. JOSEPH ELEMENTARY,Long Beach Unified,LONG BEACH,58,54,3,1,0,93,5,2,0,PRIVATE,Religious,Roman Catholic,,33.802734,-118.110027
6964092,ST. JOSEPH ELEMENTARY,Hacienda la Puente Unified,LA PUENTE,18,17,0,1,0,94,0,6,0,PRIVATE,Religious,Roman Catholic,,34.028232,-117.9516079
6964084,ST. JOSEPH ELEMENTARY,Hawthorne,HAWTHORNE,27,26,0,1,0,96,0,4,0,PRIVATE,Religious,Roman Catholic,,33.9257358,-118.3513153
6964118,ST. JOSEPH ELEMENTARY SCHOOL,Pomona Unified,POMONA,14,14,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,34.061405,-117.7695839
6964126,ST. JOSEPH THE WORKER ELEMENTARY,Los Angeles Unified,WINNETKA,19,19,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,34.2019187,-118.5652041
6964142,ST. LAWRENCE MARTYR ELEMENTARY,Redondo Beach Unified School District,REDONDO BEACH,46,33,11,2,0,72,24,4,0,PRIVATE,Religious,Roman Catholic,,33.8166466,-118.376843
6964167,ST. LINUS ELEMENTARY,Norwalk/LaMirada School District,NORWALK,25,25,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.90467599999999,-118.05667
6964183,ST. LOUISE DE MARILLAC ELEMENTARY,Charter Oak Unified,COVINA,47,47,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,34.0989097,-117.8540726
6964191,ST. LUCY SCHOOL,Long Beach Unified,LONG BEACH,15,8,7,0,0,53,47,0,0,PRIVATE,Religious,Roman Catholic,,33.799435,-118.216177
6964217,ST. MADELEINE CATHOLIC SCHOOL,Pomona Unified,POMONA,11,5,6,0,0,45,55,0,0,PRIVATE,Religious,Roman Catholic,,34.0668265,-117.7326554
6964225,ST. MALACHY CATHOLIC ELEMENTARY,Los Angeles Unified,LOS ANGELES,17,17,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.9656248,-118.254205
6964241,ST. MARIA GORETTI,Long Beach Unified,LONG BEACH,11,8,3,0,0,73,27,0,0,PRIVATE,Religious,Roman Catholic,,33.829001,-118.1069183
6964258,ST. MARIANNE DE PAREDES ELEMENTARY,El Rancho Unified,PICO RIVERA,24,23,1,0,0,96,4,0,0,PRIVATE,Religious,Roman Catholic,,33.9668443,-118.0978671
6964266,ST. MARK SCHOOL,LAUSD,VENICE,29,27,0,2,0,93,0,7,0,PRIVATE,Religious,Roman Catholic,,33.9962144,-118.4688776
6982805,ST. MARK'S ELEMENTARY,Pasadena Unified,ALTADENA,41,36,0,5,0,88,0,12,0,PRIVATE,Religious,Episcopal,,34.1900122,-118.1293056
6982763,ST. MARK'S ELEMENTARY,Downey Unified,DOWNEY,12,12,0,0,0,100,0,0,0,PRIVATE,Religious,Episcopal,,33.9491447,-118.1269452
6982771,ST. MARK'S LUTHERAN ELEMENTARY,Hacienda La Puente Unified,HACIENDA HEIGHTS,45,44,1,0,0,98,2,0,0,PRIVATE,Religious,Lutheran,,33.9967367,-117.9815742
6964274,ST. MARTHA ELEMENTARY SCHOOL,Rowland Unified,VALINDA,60,37,23,0,0,62,38,0,0,PRIVATE,Religious,Roman Catholic,,34.0254756,-117.9165997
6964282,ST. MARTIN OF TOURS,Los Angeles Unified,LOS ANGELES,29,23,4,2,0,79,14,7,0,PRIVATE,Religious,Roman Catholic,,34.062767,-118.47434
6964290,ST. MARY CATHOLIC ELEMENTARY,Los Angeles Unified,LOS ANGELES,19,19,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,34.041493,-118.215504
6964308,ST. MARY ELEMENTARY CATHOLIC,Palmdale Elementary,PALMDALE,26,24,0,2,0,92,0,8,0,PRIVATE,Religious,Roman Catholic,,34.5682148,-118.1007025
6964316,ST. MARY OF THE ASSUMPTION ELEMENTARY,Whittier City Elementary,WHITTIER,34,34,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.9770276,-118.0418548
7079452,ST. MARY'S ARMENIAN CHURCH TUFENKIAN,Glendale Unified,GLENDALE,60,49,8,3,0,82,13,5,0,PRIVATE,Religious,Pentecostal,,34.1452012,-118.2390168
6982821,ST. MATTHEW'S PARISH SCHOOL,Los Angeles Unified,PACIFIC PALISADES,29,25,1,3,0,86,3,10,0,PRIVATE,Religious,Episcopal,,34.0540215,-118.5421364
6964373,ST. MEL ELEMENTARY,Los Angeles Unified,WOODLAND HILLS,58,51,3,4,0,88,5,7,0,PRIVATE,Religious,Roman Catholic,,34.1663223,-118.5875723
6964399,ST. MONICA CATHOLIC ELEMENTARY SCHOOL,Santa Monica-Malibu Unified,SANTA MONICA,25,20,3,2,0,80,12,8,0,PRIVATE,Religious,Roman Catholic,,34.0236038,-118.4980583
6901342,ST. NICHOLAS SCHOOL,Los Angeles Unified,NORTHRIDGE,19,18,0,1,0,95,0,5,0,PRIVATE,Religious,Other/Interdenominational,,34.2438233,-118.5028705
6964407,ST. ODILIA ELEMENTARY,"Los Angeles, Unified School District",LOS ANGELES,29,29,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.9945971,-118.2518264
6964415,ST. PANCRATIUS PARISH SCHOOL,Paramount Unified,LAKEWOOD,11,11,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.8587029,-118.1500503
6964464,ST. PAUL OF THE CROSS ELEMENTARY,La Archdiocese,LA MIRADA,50,32,18,0,0,64,36,0,0,PRIVATE,Religious,Roman Catholic,,33.9086807,-118.0323643
6964456,ST. PAUL THE APOSTLE,Los Angeles Unified,LOS ANGELES,60,35,22,3,0,58,37,5,0,PRIVATE,Religious,Roman Catholic,,34.0549178,-118.4369662
6964522,ST. PHILIP NERI,Lynwood Unified,LYNWOOD,28,28,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.9089911,-118.1943716
6964514,ST. PHILIP THE APOSTLE,Pasadena Unified,PASADENA,55,54,0,0,1,98,0,0,2,PRIVATE,Religious,Roman Catholic,,34.1428782,-118.1218167
6964530,ST. PHILOMENA ELEMENTARY,Los Angeles Unified,CARSON,35,35,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.8294203,-118.2764603
6964548,ST. PIUS X PARISH SCHOOL,Little Lake City Elementary,SANTA FE SPRINGS,13,13,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.9337043,-118.0821982
6964563,ST. RAPHAEL ELEMENTARY,Los Angeles Unified,LOS ANGELES,30,30,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.9761388,-118.2900114
6964571,ST. RAYMOND ELEMENTARY,Downey Unified,DOWNEY,27,24,1,2,0,89,4,7,0,PRIVATE,Religious,Roman Catholic,,33.9270755,-118.1485303
6964589,ST. RITA CATHOLIC SCHOOL,Pasadena Unified,SIERRA MADRE,35,21,14,0,0,60,40,0,0,PRIVATE,Religious,Roman Catholic,,34.1676929,-118.052105
6964597,ST. ROBERT BELLARMINE ELEMENTARY,Burbank,BURBANK,22,22,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,34.1847656,-118.305572
6964605,ST. ROSE OF LIMA CATHOLIC,Los Angeles Unified,MAYWOOD,25,21,4,0,0,84,16,0,0,PRIVATE,Religious,Roman Catholic,,33.985041,-118.187539
6964621,ST. STEPHEN MARTYR,Alhambra,MONTEREY PARK,19,19,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,34.0620492,-118.1260339
6964639,ST. TERESA OF AVILA ELEMENTARY,Los Angeles Unified,LOS ANGELES,21,21,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,34.0925643,-118.2591502
6964647,ST. THERESE SCHOOL,Alhambra Unified,ALHAMBRA,21,21,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,34.10594870000001,-118.1188524
6964670,ST. THOMAS MORE CATHOLIC ELEMENTARY,Alhambra Unified,ALHAMBRA,20,20,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,34.0635929,-118.1471695
6964688,ST. TIMOTHY SCHOOL,Los Angeles Unified,LOS ANGELES,16,13,1,1,1,81,6,6,6,PRIVATE,Religious,Roman Catholic,,34.0455548,-118.4189843
6964696,ST. TURIBIUS ELEMENTARY,Los Angeles Unified,LOS ANGELES,28,28,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,34.0276843,-118.2490842
6964720,ST. VINCENT ELEMENTARY SCHOOL,Los Angeles Unified School District,LOS ANGELES,52,52,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,34.0297394,-118.2750382
6964381,ST.MICHAEL ELEMENTARY,Los Angeles Unified,LOS ANGELES,34,34,0,0,0,100,0,0,0,PRIVATE,Religious,Roman Catholic,,33.9592132,-118.2928379
7046717,STAR CHRISTIAN,Los Angeles Unified,LOS ANGELES,21,21,0,0,0,100,0,0,0,PRIVATE,Religious,Baptist,,34.0324776,-118.2759322
6964506,STS. PETER AND ST. PAUL,Los Angeles Unified,WILMINGTON,24,10,14,0,0,42,58,0,0,PRIVATE,Religious,Roman Catholic,,33.7785632,-118.2699096
7021496,TEMPLE ISRAEL OF HOLLYWOOD DAY,Los Angeles Unified,LOS ANGELES,38,36,0,0,2,95,0,0,5,PRIVATE,Religious,Jewish,,34.1013556,-118.3492958
6988190,THE CENTER FOR EARLY EDUCATION,Los Angeles Unified,WEST HOLLYWOOD,60,57,1,2,0,95,2,3,0,PRIVATE,Non-religious,,,34.0815946,-118.3753821
6206049,THE CITY SCHOOL,Los Angeles Unified,LAKE BALBOA,11,3,0,8,0,27,0,73,0,PRIVATE,Non-religious,,,34.2007527,-118.5128369
6205025,THE CROSS CHRISTIAN SCHOOL,Walnut Valley Unified,WALNUT,14,14,0,0,0,100,0,0,0,PRIVATE,Religious,Not affiliated with any denomination,,34.0241373,-117.8532307
6968044,THE JOHN THOMAS DYE SCHOOL,Los Angeles Unified,LOS ANGELES,46,40,4,2,0,87,9,4,0,PRIVATE,Non-religious,,,34.0874124,-118.4633638
7087083,THE WILLOWS COMMUNITY SCHOOL,Culver City Unified,CULVER CITY,67,46,16,5,0,69,24,7,0,PRIVATE,Non-religious,,,34.0226309,-118.3807735
7104003,TRINITY CLASSICAL ACADEMY,Castaic Union,SANTA CLARITA,30,26,1,3,0,87,3,10,0,PRIVATE,Religious,Not affiliated with any denomination,,34.4505034,-118.5789232
6982342,TURNING POINT SCHOOL,Culver City Unified,CULVER CITY,27,22,2,3,0,81,7,11,0,PRIVATE,Non-religious,,,34.026979,-118.384777
6140610,TZU CHI GREAT LOVE ELEMENTARY SCHOOL,Monrovia Unified School District,MONROVIA,13,10,3,0,0,77,23,0,0,PRIVATE,Non-religious,,,34.1504604,-117.9945516
7072812,UNITED CHRISTIAN EDUCATION CENTER,HLPUSD,HACIENDA HEIGHTS,14,14,0,0,0,100,0,0,0,PRIVATE,Religious,Not affiliated with any denomination,,34.007611,-117.954481
6909378,VALLEY BETH SHALOM DAY SCHOOL,Los Angeles Unified,ENCINO,40,32,1,7,0,80,3,18,0,PRIVATE,Religious,Jewish,,34.1557526,-118.4768285
6944128,VALLEY CHRISTIAN ELEMENTARY SCHOOL,Bellflower Unified,BELLFLOWER,69,63,3,3,0,91,4,4,0,PRIVATE,Religious,Other/Interdenominational,,33.8751798,-118.1125338
6964886,VALLEY SCHOOL���INDIVIDUAL TRAIN,Los Angeles Unified,VAN NUYS,29,27,0,2,0,93,0,7,0,PRIVATE,Non-religious,,,34.200397,-118.475389
7017650,VALOR CHRISTIAN ACADEMY,Redondo Beach Unified,REDONDO BEACH,21,19,0,2,0,90,0,10,0,PRIVATE,Religious,Not affiliated with any denomination,,33.8606795,-118.3723744
6983217,VIEWPOINT SCHOOL,Las Virgenes Unified,CALABASAS,39,32,2,5,0,82,5,13,0,PRIVATE,Non-religious,,,34.135598,-118.6428573
6936165,VILLAGE CHRISTIAN SCHOOLS,Los Angeles Unified,SUN VALLEY,43,39,2,2,0,91,5,5,0,PRIVATE,Religious,Not affiliated with any denomination,,34.2307212,-118.3560051
6147946,VILLAGE MONTESSORI ACADEMY,Pomona Valley Unified,DIAMOND BAR,16,13,3,0,0,81,19,0,0,PRIVATE,Non-religious,,,34.0184268,-117.8095407
6904080,"VILLAGE SCHOOL, INC.",Los Angeles Unified,PACIFIC PALISADES,56,47,2,7,0,84,4,13,0,PRIVATE,Non-religious,,,34.0446219,-118.526149
6942411,VINEYARD CHRISTIAN SCHOOL,Lancaster School District,LANCASTER,16,11,2,3,0,69,13,19,0,PRIVATE,Religious,Other/Interdenominational,,34.704961,-118.1114706
6964936,VISITATION ELEMENTARY,Los Angeles Unified,LOS ANGELES,46,32,14,0,0,70,30,0,0,PRIVATE,Religious,Roman Catholic,,33.95832499999999,-118.4039134
7096076,"WAVERLY SCHOOL, THE",Pasadena Unified,PASADENA,26,14,6,6,0,54,23,23,0,PRIVATE,Non-religious,,,34.138685,-118.151839
6929103,WEIZMANN DAY SCHOOL,Pasadena Unified,PASADENA,10,10,0,0,0,100,0,0,0,PRIVATE,Religious,Jewish,,34.1706065,-118.0977882
6964357,"WESLEY SCHOOL, THE",Los Angeles Unified,NORTH HOLLYWOOD,34,33,0,1,0,97,0,3,0,PRIVATE,Non-religious,,,34.1592625,-118.3788564
6964951,WEST COVINA CHRISTIAN ELEMENTARY,Covina-Valley Unified,WEST COVINA,24,23,1,0,0,96,4,0,0,PRIVATE,Religious,Baptist,,34.085838,-117.935286
7084684,WEST VALLEY CHRISTIAN SCHOOL,Los Angeles Unified,WEST HILLS,36,31,2,3,0,86,6,8,0,PRIVATE,Religious,Other/Interdenominational,,34.2002924,-118.6163743
6988554,WESTCHESTER LUTHERAN SCHOOL,LAUSD,LOS ANGELES,31,24,6,1,0,77,19,3,0,PRIVATE,Religious,Lutheran,,33.970573,-118.3954313
6132765,WESTERN CHRISTIAN PSP,Covina-Valley Unified,COVINA,40,34,0,6,0,85,0,15,0,PRIVATE,Religious,Other/Interdenominational,,34.08711,-117.902656
6931810,WESTERN CHRISTIAN SCHOOL,Claremont Unified,CLAREMONT,47,46,0,1,0,98,0,2,0,PRIVATE,Religious,Not affiliated with any denomination,,34.1260131,-117.6993931
6983241,"WESTLAND SCHOOL, THE",Los Angles Unified,LOS ANGELES,18,10,0,8,0,56,0,44,0,PRIVATE,Non-religious,,,34.1295449,-118.4856978
7024649,WESTSIDE CHRISTIAN,Palmdale Elementary,PALMDALE,21,12,8,1,0,57,38,5,0,PRIVATE,Religious,Baptist,,34.610006,-118.150547
7046758,WESTSIDE WALDORF SCHOOL,Los Angeles Unified,PACIFIC PALISADES,20,4,0,16,0,20,0,80,0,PRIVATE,Non-religious,,,34.04257,-118.552499
6983282,WHITE MEMORIAL ADVENTIST SCHOOL,Los Angeles County Office of Education,LOS ANGELES,12,9,3,0,0,75,25,0,0,PRIVATE,Religious,Seventh-day Adventist,,34.0509595,-118.2189503
7004963,WHITTIER CHRISTIAN SCHOOL - MAYBROOK,Lowell Joint,WHITTIER,46,46,0,0,0,100,0,0,0,PRIVATE,Religious,Baptist,,33.9265797,-117.9775179
6139349,WHITTIER CHRISTIAN SCHOOLS - SATELLITE,Whittier City Elementary,WHITTIER,12,8,0,4,0,67,0,33,0,PRIVATE,Religious,Baptist,,33.9814093,-118.0401144
6964977,WHITTIER CHRISTIAN SCHOOLS���NEWLIN,Whittier City Elementary,WHITTIER,21,16,2,3,0,76,10,14,0,PRIVATE,Religious,Baptist,,33.9814093,-118.0401144
6994792,WILDWOOD SCHOOL,Los Angeles,LOS ANGELES,58,33,14,11,0,57,24,19,0,PRIVATE,Non-religious,,,34.0335169,-118.4510742
6959183,WILSHIRE PRIVATE SCHOOL,Los Angeles Unified,LOS ANGELES,15,14,0,1,0,93,0,7,0,PRIVATE,Non-religious,,,34.0616174,-118.337127
6900112,WISE SCHOOL,Los Angeles Unified,LOS ANGELES,40,27,11,1,1,68,28,3,3,PRIVATE,Religious,Jewish,,34.1281729,-118.469615
7072903,WONDERLAND ANGELS EARLY LEARNING CENTER,Compton Unified,COMPTON,34,34,0,0,0,100,0,0,0,PRIVATE,Non-religious,,,33.8939189,-118.2645055
6936322,WOODCREST SCHOOL,los angeles unified,TARZANA,43,43,0,0,0,100,0,0,0,PRIVATE,Non-religious,,,34.1803075,-118.5541607
6988513,WOODLAND HILLS PRIVATE SCHOOL,Los Angeles Unified,WOODLAND HILLS,45,19,24,2,0,42,53,4,0,PRIVATE,Non-religious,,,34.1798953,-118.6182796
6146591,YESHIVA KETANA OF LOS ANGELES,Los Angeles Unified,VALLEY VILLAGE,20,3,16,1,0,15,80,5,0,PRIVATE,Non-religious,,,34.172449,-118.397662
7103336,CROSSROADS CHRISTIAN,Madera Unified,MADERA,11,10,0,1,0,91,0,9,0,PRIVATE,Religious,Other/Interdenominational,,37.0079892,-120.0717936
6970701,ST. JOACHIM ELEMENTARY,Madera Unified,MADERA,30,26,4,0,0,87,13,0,0,PRIVATE,Religious,Roman Catholic,,36.960303,-120.065615
6914766,BRANDEIS HILLEL DAY SCHOOL,San Rafael City Elementary,SAN RAFAEL,12,8,2,1,1,67,17,8,8,PRIVATE,Non-religious,,,37.9998713,-122.5233306
6911150,GOOD SHEPHERD LUTHERAN,Novato Unified,NOVATO,24,23,0,1,0,96,0,4,0,PRIVATE,Religious,Lutheran,,38.0812089,-122.5572692
